transaction_id,customer_id,transaction_amount,transaction_date,transaction_type,merchant_category,location
395,198,113861.11,2024-05-12 07:26:23,credit,jewelry,Mumbai
396,177,174830.86,2024-05-06 06:46:20,debit,pharmacy,Delhi
397,174,7323.35,2024-05-03 11:47:10,credit,restaurant,Delhi
398,183,235469.24,2024-04-19 15:29:05,credit,pharmacy,Kolkata
399,101,190916.85,2024-05-31 12:51:55,debit,petrol,Mumbai
400,182,229187.5,2024-04-21 13:57:52,credit,grocery,Ahmedabad
401,137,111531.58,2024-04-09 20:58:19,credit,pharmacy,Hyderabad
402,183,213625.16,2024-04-01 09:16:29,credit,pharmacy,Hyderabad
403,104,111353.42,2024-05-29 23:05:57,debit,pharmacy,Pune
404,184,245803.94,2024-05-15 06:45:17,credit,pharmacy,Ahmedabad
405,191,264270.97,2024-04-02 04:20:50,debit,restaurant,Bangalore
406,184,23360.02,2024-04-25 23:39:13,credit,travel,Ahmedabad
407,126,101678.78,2024-04-12 04:26:30,debit,restaurant,Hyderabad
408,193,95621.1,2024-05-22 18:25:10,credit,petrol,Kolkata
409,170,131473.35,2024-05-02 22:31:48,debit,pharmacy,Kolkata
410,196,234016.12,2024-04-14 12:35:51,credit,grocery,Delhi
411,190,108281.15,2024-04-12 14:52:21,debit,travel,Hyderabad
412,101,135121.69,2024-04-10 14:32:47,credit,petrol,Mumbai
413,121,298679.85,2024-05-26 12:58:03,debit,grocery,Chennai
414,193,194114.05,2024-05-18 18:42:18,credit,electronics,Pune
415,180,141213.68,2024-05-15 08:08:56,debit,jewelry,Hyderabad
416,177,147941.84,2024-04-27 19:59:27,credit,electronics,Delhi
417,193,236885.77,2024-04-11 11:48:44,debit,pharmacy,Kolkata
418,102,142721.24,2024-04-19 10:44:14,credit,grocery,Delhi
419,169,162747.84,2024-04-24 05:46:27,debit,jewelry,Pune
420,161,192666.36,2024-05-15 19:09:35,credit,electronics,Ahmedabad
421,126,284392.95,2024-04-20 18:42:21,credit,petrol,Kolkata
422,177,279618.9,2024-04-24 07:27:19,debit,travel,Delhi
423,184,216335.23,2024-04-05 10:08:43,credit,electronics,Pune
424,137,61619.43,2024-05-16 15:59:56,debit,travel,Kolkata
425,195,58903.07,2024-05-08 21:17:11,credit,electronics,Bangalore
426,198,170148.73,2024-04-06 11:47:29,debit,pharmacy,Delhi
427,193,252008.98,2024-05-10 04:04:29,credit,grocery,Chennai
428,174,207451.22,2024-05-14 15:58:37,debit,petrol,Kolkata
429,150,279367.76,2024-05-12 16:40:14,credit,restaurant,Delhi
430,152,263092.47,2024-05-07 00:22:55,debit,pharmacy,Chennai
431,143,259763.56,2024-05-31 12:19:06,debit,pharmacy,Chennai
432,101,297573.87,2024-04-07 08:25:15,debit,jewelry,Chennai
433,161,112173.11,2024-04-29 23:55:42,credit,restaurant,Chennai
434,101,263849.41,2024-04-08 10:42:08,credit,petrol,Hyderabad
435,177,58938.17,2024-05-02 16:01:34,credit,petrol,Pune
436,193,77081.01,2024-04-17 09:33:28,debit,pharmacy,Chennai
437,161,71258.66,2024-04-14 07:37:46,debit,pharmacy,Hyderabad
438,114,132566.72,2024-04-28 04:50:29,debit,restaurant,Kolkata
439,199,124176.45,2024-04-19 14:22:40,debit,pharmacy,Kolkata
440,184,113309.97,2024-04-26 14:47:30,credit,petrol,Kolkata
441,159,81332.18,2024-04-07 17:23:27,debit,restaurant,Kolkata
442,194,108596.81,2024-04-10 04:45:58,debit,jewelry,Pune
443,167,23749.69,2024-05-26 03:15:58,credit,restaurant,Delhi
444,143,230458.11,2024-04-20 03:25:15,credit,electronics,Ahmedabad
445,191,70236.86,2024-05-01 16:16:36,credit,restaurant,Bangalore
446,159,182757.9,2024-05-08 22:11:23,credit,jewelry,Chennai
447,116,159820.08,2024-04-28 15:39:26,credit,electronics,Bangalore
448,116,85848.09,2024-04-13 01:27:58,credit,restaurant,Bangalore
449,105,174811.1,2024-05-09 20:44:26,credit,grocery,Hyderabad
450,177,30149.8,2024-04-25 17:00:49,credit,restaurant,Hyderabad
451,190,272954.16,2024-04-27 22:13:26,credit,petrol,Kolkata
452,188,228854.74,2024-04-20 07:31:52,credit,pharmacy,Mumbai
453,177,108328.15,2024-04-06 16:43:08,debit,petrol,Kolkata
454,190,244312.09,2024-05-01 08:32:31,debit,jewelry,Ahmedabad
455,102,9809.72,2024-05-31 04:09:47,debit,jewelry,Ahmedabad
456,114,285861.35,2024-05-02 18:07:55,debit,pharmacy,Pune
457,129,190563.26,2024-05-18 03:07:04,debit,jewelry,Bangalore
458,167,243982.53,2024-04-10 01:37:02,debit,jewelry,Ahmedabad
459,143,248559.38,2024-04-25 22:24:58,credit,jewelry,Hyderabad
460,145,278279.8,2024-04-05 18:47:46,credit,jewelry,Delhi
461,180,38878.5,2024-04-03 08:09:11,credit,grocery,Pune
462,194,280547.22,2024-04-19 08:17:27,credit,grocery,Hyderabad
463,105,168365.03,2024-05-27 21:06:26,credit,grocery,Bangalore
464,139,111873.25,2024-05-10 07:16:32,debit,travel,Bangalore
465,101,15662.4,2024-04-16 16:34:12,debit,travel,Delhi
466,105,260470.79,2024-04-30 01:26:17,debit,electronics,Ahmedabad
467,193,69548.0,2024-05-16 15:18:07,debit,electronics,Delhi
468,161,178820.43,2024-05-12 04:20:42,credit,restaurant,Kolkata
469,194,281867.88,2024-04-17 02:56:47,credit,jewelry,Pune
470,119,123248.44,2024-04-25 18:44:59,debit,jewelry,Delhi
471,177,23829.13,2024-04-11 22:28:14,debit,restaurant,Bangalore
472,129,142296.41,2024-05-19 10:11:53,debit,jewelry,Bangalore
473,177,231451.71,2024-04-27 09:02:24,debit,jewelry,Mumbai
474,127,149113.83,2024-05-14 03:43:43,debit,travel,Hyderabad
475,117,7319.88,2024-05-13 09:33:34,debit,petrol,Chennai
476,114,101997.93,2024-04-01 23:02:05,credit,travel,Delhi
477,195,40049.98,2024-04-03 16:55:19,debit,petrol,Hyderabad
478,182,128404.75,2024-04-04 08:46:15,debit,restaurant,Mumbai
479,193,65893.92,2024-05-18 08:20:55,credit,travel,Kolkata
480,117,197359.33,2024-04-21 20:03:37,credit,restaurant,Pune
481,184,153525.41,2024-04-08 04:00:28,debit,jewelry,Kolkata
482,190,92267.18,2024-05-17 06:07:32,debit,grocery,Pune
483,149,286966.74,2024-05-31 02:55:50,credit,grocery,Chennai
484,179,288216.59,2024-05-02 15:15:17,debit,jewelry,Mumbai
485,196,33192.79,2024-05-09 21:44:33,debit,grocery,Kolkata
486,114,280505.62,2024-05-08 17:28:47,credit,jewelry,Bangalore
487,102,65130.86,2024-04-06 11:17:17,debit,jewelry,Kolkata
488,111,207952.41,2024-04-15 22:46:30,credit,jewelry,Chennai
489,199,65705.1,2024-05-22 00:27:15,credit,travel,Kolkata
490,126,188926.4,2024-05-03 12:22:54,debit,pharmacy,Bangalore
491,167,51241.72,2024-05-03 20:16:16,credit,travel,Bangalore
492,150,194491.86,2024-05-14 19:42:05,debit,pharmacy,Bangalore
493,101,6641.53,2024-05-09 05:56:40,debit,travel,Delhi
494,145,142912.09,2024-04-10 11:58:39,credit,grocery,Pune
495,177,154380.77,2024-05-30 05:01:58,credit,pharmacy,Mumbai
496,101,56424.09,2024-05-22 17:54:59,debit,grocery,Delhi
497,140,224277.97,2024-05-21 03:52:36,credit,pharmacy,Delhi
498,193,84205.09,2024-05-22 13:59:52,debit,pharmacy,Chennai
499,173,93532.26,2024-05-23 03:24:04,debit,electronics,Mumbai
500,194,183846.53,2024-04-22 09:31:43,debit,grocery,Delhi
501,193,5551.95,2024-05-12 10:04:58,credit,travel,Bangalore
502,184,234695.94,2024-05-21 01:50:39,credit,electronics,Kolkata
503,199,38710.69,2024-04-05 11:58:21,debit,restaurant,Chennai
504,190,189175.66,2024-05-22 11:11:20,credit,pharmacy,Chennai
505,170,25465.59,2024-04-25 00:08:41,debit,jewelry,Ahmedabad
506,121,45924.19,2024-05-29 17:39:50,debit,jewelry,Mumbai
507,121,245540.95,2024-04-13 19:57:21,credit,grocery,Chennai
508,176,122922.43,2024-04-11 23:16:45,credit,petrol,Delhi
509,195,65799.24,2024-04-10 19:08:26,debit,restaurant,Chennai
510,114,98643.19,2024-05-23 05:34:17,debit,jewelry,Delhi
511,165,262077.11,2024-05-07 21:12:32,credit,restaurant,Delhi
512,176,10961.37,2024-05-25 23:50:24,credit,grocery,Chennai
513,176,81275.83,2024-05-04 00:35:45,credit,pharmacy,Pune
514,130,96580.31,2024-05-29 05:59:57,credit,restaurant,Delhi
515,183,139314.76,2024-04-18 19:26:51,debit,restaurant,Ahmedabad
516,191,166592.1,2024-04-14 10:47:19,debit,jewelry,Hyderabad
517,125,56784.33,2024-04-28 06:32:05,debit,pharmacy,Bangalore
518,136,259238.08,2024-05-03 07:58:05,credit,grocery,Hyderabad
519,182,108406.31,2024-04-04 17:00:25,debit,petrol,Mumbai
520,126,248259.54,2024-05-13 20:11:30,credit,restaurant,Bangalore
521,179,8505.11,2024-04-21 16:00:35,credit,jewelry,Chennai
522,127,263633.35,2024-05-26 04:10:05,credit,restaurant,Chennai
523,191,280051.86,2024-04-24 19:41:55,credit,travel,Bangalore
524,174,150097.3,2024-05-16 13:07:32,credit,petrol,Kolkata
525,139,181246.19,2024-05-16 02:49:11,credit,restaurant,Hyderabad
526,182,187711.23,2024-04-30 23:06:59,credit,travel,Ahmedabad
527,193,293871.37,2024-05-19 08:00:58,credit,restaurant,Chennai
528,182,253129.42,2024-05-17 07:23:46,credit,travel,Kolkata
529,116,266491.44,2024-05-04 20:53:38,credit,pharmacy,Hyderabad
530,172,191398.26,2024-04-04 03:05:26,debit,travel,Bangalore
531,180,142530.84,2024-05-01 20:02:00,credit,electronics,Hyderabad
532,173,27367.55,2024-04-10 01:45:39,credit,electronics,Delhi
533,177,281789.53,2024-05-20 23:29:41,debit,travel,Ahmedabad
534,161,32878.4,2024-04-04 14:07:04,credit,grocery,Hyderabad
535,116,5016.18,2024-05-05 10:13:48,debit,electronics,Kolkata
536,104,224045.64,2024-04-16 12:31:55,credit,jewelry,Delhi
537,198,170114.86,2024-04-27 10:17:58,debit,pharmacy,Pune
538,137,30068.86,2024-05-30 07:20:57,debit,restaurant,Chennai
539,127,292148.02,2024-04-30 03:50:44,debit,travel,Mumbai
540,198,291780.03,2024-04-24 22:29:43,credit,grocery,Hyderabad
541,196,208107.48,2024-04-03 16:17:26,credit,travel,Pune
542,106,193301.6,2024-04-03 16:23:30,debit,electronics,Pune
543,177,196752.94,2024-04-29 15:15:10,debit,pharmacy,Mumbai
544,174,268439.35,2024-05-25 19:25:55,credit,jewelry,Chennai
545,130,245725.69,2024-05-01 00:13:43,credit,jewelry,Mumbai
546,104,236871.05,2024-05-07 02:41:37,debit,travel,Delhi
547,126,18718.88,2024-05-04 02:19:10,credit,petrol,Chennai
548,159,296044.06,2024-05-28 11:07:47,credit,petrol,Bangalore
549,174,216761.12,2024-04-03 02:15:13,debit,petrol,Chennai
550,143,81080.58,2024-05-23 02:27:19,debit,jewelry,Bangalore
551,173,139540.3,2024-05-30 04:48:51,credit,pharmacy,Ahmedabad
552,177,192459.87,2024-04-09 13:40:00,debit,pharmacy,Bangalore
553,182,264207.31,2024-05-17 23:38:45,credit,jewelry,Chennai
554,197,280771.7,2024-04-18 17:57:35,debit,grocery,Ahmedabad
555,161,290377.81,2024-05-14 15:56:48,credit,grocery,Bangalore
556,126,182071.56,2024-05-19 11:28:14,debit,grocery,Ahmedabad
557,174,179811.88,2024-05-06 03:53:43,credit,petrol,Hyderabad
558,161,20243.19,2024-05-26 19:27:37,debit,travel,Hyderabad
559,111,73002.59,2024-05-15 05:01:10,debit,grocery,Chennai
560,193,182350.39,2024-05-04 00:30:02,credit,pharmacy,Chennai
561,164,284470.17,2024-05-01 06:36:27,credit,pharmacy,Delhi
562,176,248720.3,2024-05-16 23:32:56,debit,pharmacy,Chennai
563,121,113188.83,2024-05-20 03:37:50,credit,travel,Ahmedabad
564,104,124075.32,2024-04-21 03:07:37,credit,grocery,Delhi
565,199,20554.49,2024-04-27 13:02:27,debit,petrol,Chennai
566,182,168639.27,2024-04-28 18:24:11,debit,pharmacy,Delhi
567,139,217036.33,2024-05-13 14:17:03,credit,grocery,Kolkata
568,127,118710.22,2024-05-19 08:51:25,credit,pharmacy,Pune
569,176,40913.32,2024-05-05 08:06:29,credit,petrol,Bangalore
570,101,217924.46,2024-05-01 18:16:46,credit,pharmacy,Bangalore
571,110,188285.1,2024-05-17 18:03:26,credit,petrol,Chennai
572,169,91028.01,2024-05-31 08:19:31,debit,restaurant,Bangalore
573,101,227154.86,2024-05-08 05:49:22,debit,travel,Pune
574,150,199623.18,2024-05-12 09:44:17,debit,petrol,Mumbai
575,105,185337.89,2024-05-09 20:52:39,credit,grocery,Delhi
576,184,287580.71,2024-05-10 18:12:39,debit,electronics,Ahmedabad
577,190,218091.36,2024-04-30 12:44:09,credit,electronics,Delhi
578,180,204102.6,2024-05-28 16:21:37,debit,restaurant,Pune
579,117,174967.83,2024-04-30 19:28:49,debit,pharmacy,Hyderabad
580,167,286810.07,2024-04-22 16:11:16,credit,restaurant,Pune
581,195,55217.94,2024-04-26 10:18:52,debit,electronics,Kolkata
582,193,195188.78,2024-04-26 21:45:15,debit,electronics,Chennai
583,198,165653.31,2024-04-08 10:08:38,debit,electronics,Ahmedabad
584,182,51457.69,2024-05-16 09:08:09,credit,restaurant,Chennai
585,177,236850.15,2024-05-29 18:42:28,debit,travel,Chennai
586,197,84135.32,2024-04-06 12:16:16,credit,travel,Ahmedabad
587,101,78234.07,2024-04-05 22:06:31,debit,jewelry,Chennai
588,122,95327.35,2024-04-04 00:15:35,debit,travel,Chennai
589,151,236665.09,2024-05-30 01:30:10,credit,restaurant,Kolkata
590,191,216516.08,2024-05-26 12:27:00,credit,grocery,Mumbai
591,167,38098.1,2024-05-12 16:40:05,debit,jewelry,Pune
592,114,240412.95,2024-04-16 17:20:34,debit,electronics,Hyderabad
593,191,160485.41,2024-04-17 16:25:06,credit,grocery,Bangalore
594,127,13431.84,2024-04-21 03:07:12,credit,jewelry,Bangalore
595,174,92727.67,2024-04-07 16:14:38,credit,pharmacy,Bangalore
596,118,4684.27,2024-05-31 01:16:58,credit,jewelry,Kolkata
597,198,281492.83,2024-05-16 18:09:29,credit,electronics,Ahmedabad
598,101,137850.71,2024-05-08 17:04:00,credit,restaurant,Delhi
599,193,150844.85,2024-05-17 23:27:03,debit,jewelry,Bangalore
600,198,170222.86,2024-05-29 01:28:45,credit,jewelry,Pune
601,191,128384.05,2024-04-15 06:21:57,credit,pharmacy,Delhi
602,193,39557.42,2024-05-24 17:27:53,debit,jewelry,Delhi
603,186,80184.93,2024-04-26 00:51:19,debit,pharmacy,Mumbai
604,143,60052.76,2024-05-05 04:40:08,credit,grocery,Delhi
605,174,253644.94,2024-05-05 11:17:30,credit,restaurant,Hyderabad
606,101,165852.88,2024-05-18 09:53:22,debit,electronics,Delhi
607,126,111745.21,2024-04-28 09:38:34,debit,electronics,Pune
608,176,277277.12,2024-04-05 01:25:25,credit,jewelry,Bangalore
609,193,99323.76,2024-04-16 02:05:21,debit,grocery,Mumbai
610,152,275178.04,2024-04-22 18:48:26,debit,petrol,Kolkata
611,199,11511.63,2024-04-23 20:51:13,credit,grocery,Delhi
612,191,109154.92,2024-05-16 17:04:18,debit,restaurant,Chennai
613,148,96680.53,2024-05-18 10:29:37,debit,jewelry,Kolkata
614,167,38784.0,2024-04-17 20:24:54,debit,jewelry,Kolkata
615,190,145112.3,2024-05-07 16:28:11,credit,pharmacy,Mumbai
616,167,210311.89,2024-05-20 15:25:21,debit,jewelry,Chennai
617,151,245117.93,2024-04-13 00:38:54,debit,jewelry,Kolkata
618,143,68048.18,2024-05-13 12:36:18,debit,electronics,Chennai
619,165,62719.96,2024-04-13 04:12:31,credit,grocery,Kolkata
620,125,88765.6,2024-04-24 22:38:32,credit,travel,Hyderabad
621,102,37196.32,2024-04-18 08:20:19,debit,electronics,Kolkata
622,110,178179.96,2024-04-12 16:14:42,credit,pharmacy,Bangalore
623,177,188817.36,2024-05-09 15:54:43,credit,grocery,Mumbai
624,191,230838.03,2024-04-10 07:38:28,debit,restaurant,Pune
625,114,173872.72,2024-04-08 11:05:59,debit,electronics,Hyderabad
626,151,116351.23,2024-04-14 00:10:53,credit,pharmacy,Bangalore
627,101,168353.88,2024-05-02 02:54:52,debit,grocery,Delhi
628,148,47401.01,2024-04-29 00:13:22,credit,pharmacy,Delhi
629,193,203693.12,2024-04-18 08:00:55,credit,restaurant,Bangalore
630,131,253900.43,2024-04-25 06:15:21,credit,electronics,Mumbai
631,199,107530.38,2024-04-09 08:49:19,credit,electronics,Chennai
632,101,26235.77,2024-05-09 14:23:16,debit,pharmacy,Pune
633,145,38110.08,2024-04-04 21:39:45,debit,pharmacy,Hyderabad
634,148,168818.27,2024-05-13 14:10:58,debit,petrol,Hyderabad
635,194,51393.76,2024-04-13 17:49:29,credit,travel,Mumbai
636,101,98391.29,2024-05-06 07:34:14,debit,restaurant,Chennai
637,117,297773.54,2024-05-16 01:03:08,credit,petrol,Delhi
638,143,276758.23,2024-05-30 23:31:25,debit,grocery,Ahmedabad
639,182,180647.0,2024-04-20 23:02:53,credit,pharmacy,Delhi
640,177,187327.17,2024-05-25 00:02:13,credit,grocery,Kolkata
641,184,150151.63,2024-04-05 14:37:55,credit,pharmacy,Kolkata
642,129,282644.09,2024-04-18 02:47:21,credit,pharmacy,Bangalore
643,116,108988.85,2024-05-28 14:15:43,debit,petrol,Mumbai
644,174,34265.45,2024-05-10 03:50:23,debit,restaurant,Hyderabad
645,110,184917.95,2024-05-14 07:19:55,credit,restaurant,Kolkata
646,195,280878.84,2024-05-28 08:55:54,debit,electronics,Delhi
647,173,235590.02,2024-04-28 23:34:54,debit,jewelry,Ahmedabad
648,183,143661.87,2024-04-28 21:11:33,credit,pharmacy,Kolkata
649,176,13619.38,2024-04-25 01:23:21,credit,grocery,Pune
650,114,178160.03,2024-04-22 00:24:05,debit,jewelry,Mumbai
651,143,188033.23,2024-05-12 15:30:23,debit,restaurant,Delhi
652,145,124571.35,2024-05-19 21:53:36,debit,electronics,Ahmedabad
653,140,104052.74,2024-04-09 01:42:34,credit,restaurant,Ahmedabad
654,179,203456.61,2024-05-26 08:00:26,debit,electronics,Bangalore
655,174,153813.83,2024-05-14 17:17:14,debit,travel,Bangalore
656,174,102089.92,2024-05-16 03:15:30,debit,electronics,Delhi
657,167,137198.1,2024-05-05 02:40:23,debit,pharmacy,Mumbai
658,130,75563.97,2024-04-28 02:05:32,credit,jewelry,Chennai
659,136,173345.28,2024-05-25 18:39:34,credit,jewelry,Ahmedabad
660,126,71328.49,2024-04-21 21:37:16,debit,travel,Bangalore
661,180,97744.17,2024-04-28 20:49:50,credit,jewelry,Pune
662,121,134817.83,2024-04-08 17:22:08,debit,petrol,Hyderabad
663,145,242589.69,2024-04-14 00:32:51,credit,petrol,Bangalore
664,173,181193.35,2024-05-14 16:32:26,debit,restaurant,Mumbai
665,117,209891.35,2024-04-15 22:11:53,credit,travel,Delhi
666,195,266564.83,2024-04-30 14:48:54,credit,petrol,Bangalore
667,177,254901.89,2024-04-26 09:32:25,debit,petrol,Delhi
668,194,298039.67,2024-05-02 14:39:17,debit,electronics,Hyderabad
669,129,150125.52,2024-04-30 02:15:43,credit,travel,Chennai
670,139,189722.02,2024-05-10 10:36:41,credit,jewelry,Pune
671,188,35358.64,2024-04-02 03:59:06,debit,restaurant,Hyderabad
672,140,84771.46,2024-04-29 04:08:12,debit,travel,Hyderabad
673,197,178949.26,2024-05-24 06:32:59,debit,restaurant,Chennai
674,167,289926.13,2024-04-24 22:52:23,debit,petrol,Bangalore
675,122,290137.17,2024-05-03 21:17:17,debit,jewelry,Delhi
676,183,151171.52,2024-04-20 08:18:41,credit,travel,Pune
677,167,115693.33,2024-04-08 15:18:21,debit,electronics,Bangalore
678,186,30906.97,2024-05-10 09:23:49,credit,jewelry,Pune
679,121,91349.35,2024-04-13 21:50:05,debit,grocery,Kolkata
680,193,143005.1,2024-04-25 01:25:16,debit,grocery,Pune
681,131,123047.14,2024-05-24 09:54:02,debit,restaurant,Delhi
682,194,28397.05,2024-04-03 16:17:54,debit,travel,Ahmedabad
683,154,5178.09,2024-05-27 07:17:50,debit,grocery,Hyderabad
684,179,97504.82,2024-05-21 09:56:36,credit,electronics,Bangalore
685,111,37024.98,2024-05-07 21:46:51,debit,petrol,Ahmedabad
686,179,204435.52,2024-05-22 06:20:58,debit,electronics,Kolkata
687,152,299333.8,2024-04-10 13:52:25,credit,electronics,Ahmedabad
688,170,56359.66,2024-04-09 17:43:37,credit,jewelry,Mumbai
689,116,245232.84,2024-05-23 12:21:00,credit,jewelry,Kolkata
690,143,121503.5,2024-04-09 18:23:24,debit,electronics,Bangalore
691,194,218372.01,2024-04-23 15:58:14,debit,electronics,Kolkata
692,136,150664.42,2024-05-17 00:42:08,debit,petrol,Bangalore
693,182,256281.14,2024-04-04 20:16:53,credit,travel,Ahmedabad
694,129,234392.15,2024-04-28 20:40:58,debit,jewelry,Bangalore
695,167,153108.1,2024-04-07 20:36:41,debit,grocery,Hyderabad
696,197,148486.01,2024-04-08 18:59:53,credit,restaurant,Mumbai
697,190,35331.82,2024-05-17 22:29:06,credit,jewelry,Bangalore
698,169,288777.91,2024-05-10 16:43:06,debit,restaurant,Kolkata
699,195,73604.74,2024-05-05 00:07:42,debit,petrol,Hyderabad
700,127,83000.61,2024-04-25 21:20:47,credit,grocery,Bangalore
701,101,268857.69,2024-05-23 16:49:54,credit,petrol,Pune
702,167,76603.83,2024-05-27 13:08:11,debit,grocery,Mumbai
703,173,259916.69,2024-04-30 08:18:30,credit,petrol,Delhi
704,151,140080.93,2024-04-26 12:55:22,debit,restaurant,Pune
705,101,17785.18,2024-05-07 22:58:47,credit,jewelry,Delhi
706,122,59283.12,2024-05-11 04:02:47,debit,petrol,Kolkata
707,194,8705.42,2024-04-07 20:52:27,debit,petrol,Delhi
708,106,91976.39,2024-05-04 05:32:18,credit,electronics,Kolkata
709,151,55582.05,2024-05-11 20:15:42,credit,jewelry,Delhi
710,186,87537.79,2024-04-18 13:42:07,debit,restaurant,Ahmedabad
711,199,289343.1,2024-04-19 21:00:21,debit,electronics,Mumbai
712,199,132988.92,2024-05-10 04:25:56,credit,pharmacy,Bangalore
713,188,147456.11,2024-05-27 16:48:53,debit,pharmacy,Delhi
714,145,80433.74,2024-05-27 00:18:00,debit,grocery,Delhi
715,183,137153.92,2024-04-15 20:42:16,credit,electronics,Hyderabad
716,126,83244.71,2024-05-10 16:31:46,credit,petrol,Delhi
717,164,109825.2,2024-04-15 11:36:34,credit,jewelry,Mumbai
718,106,93570.38,2024-04-26 10:22:57,credit,jewelry,Chennai
719,136,160235.59,2024-04-09 05:39:11,credit,electronics,Hyderabad
720,139,298547.41,2024-05-18 01:42:02,debit,jewelry,Kolkata
721,114,241926.26,2024-04-02 04:42:22,credit,pharmacy,Bangalore
722,170,60879.62,2024-05-25 04:46:02,credit,pharmacy,Bangalore
723,143,167616.68,2024-04-14 02:48:52,debit,petrol,Delhi
724,159,179565.33,2024-05-21 15:58:08,credit,grocery,Mumbai
725,105,10174.92,2024-04-02 03:02:58,credit,petrol,Hyderabad
726,197,255611.54,2024-05-25 07:10:57,credit,petrol,Hyderabad
727,145,55212.53,2024-05-31 07:25:04,credit,grocery,Delhi
728,190,6304.14,2024-04-15 10:47:18,debit,grocery,Chennai
729,177,185380.29,2024-05-09 15:02:58,credit,pharmacy,Kolkata
730,117,209901.37,2024-05-27 13:14:26,debit,petrol,Mumbai
731,106,107046.2,2024-04-12 01:22:21,credit,pharmacy,Delhi
732,165,99018.64,2024-04-05 06:39:54,credit,pharmacy,Bangalore
733,184,84937.82,2024-05-03 20:35:12,credit,travel,Chennai
734,116,171518.06,2024-04-29 22:26:51,debit,petrol,Mumbai
735,174,95226.62,2024-04-11 15:05:53,credit,grocery,Hyderabad
736,101,66503.09,2024-04-23 19:27:08,credit,travel,Kolkata
737,183,61979.72,2024-05-31 19:39:05,debit,restaurant,Ahmedabad
738,182,115839.77,2024-05-21 11:40:16,debit,electronics,Ahmedabad
739,111,210754.6,2024-05-08 14:25:47,debit,grocery,Mumbai
740,169,171102.87,2024-04-21 13:10:20,debit,travel,Mumbai
741,101,163643.72,2024-05-12 23:29:36,credit,jewelry,Kolkata
742,117,71154.1,2024-04-23 04:48:32,credit,petrol,Ahmedabad
743,176,220047.07,2024-04-23 15:01:48,debit,jewelry,Kolkata
744,191,244203.59,2024-05-30 09:24:15,debit,electronics,Ahmedabad
745,180,149688.47,2024-04-13 12:12:26,credit,travel,Delhi
746,180,63396.4,2024-04-22 10:28:46,credit,petrol,Mumbai
747,126,219926.12,2024-05-17 05:35:20,credit,pharmacy,Hyderabad
748,177,63242.72,2024-05-23 07:03:27,credit,petrol,Ahmedabad
749,110,5498.36,2024-05-22 13:47:11,debit,travel,Chennai
750,101,225574.24,2024-04-13 15:46:36,debit,travel,Chennai
751,161,205808.42,2024-04-14 09:31:49,debit,pharmacy,Kolkata
752,159,213685.41,2024-05-31 16:01:43,credit,petrol,Kolkata
753,117,297136.81,2024-05-27 09:32:00,credit,grocery,Delhi
754,125,205373.69,2024-04-30 11:27:46,debit,electronics,Hyderabad
755,188,38966.06,2024-04-20 14:37:07,debit,petrol,Hyderabad
756,177,52589.43,2024-04-20 03:17:13,debit,travel,Ahmedabad
757,106,187684.57,2024-05-24 09:04:10,credit,jewelry,Ahmedabad
758,119,15156.37,2024-05-21 12:13:07,debit,electronics,Mumbai
759,194,118580.08,2024-04-10 04:23:52,debit,electronics,Chennai
760,104,185605.79,2024-05-24 12:15:25,debit,restaurant,Kolkata
761,190,180690.4,2024-04-17 05:54:56,credit,electronics,Ahmedabad
762,143,101853.07,2024-04-24 14:55:12,debit,pharmacy,Chennai
763,126,138971.49,2024-05-24 04:04:05,debit,pharmacy,Delhi
764,172,293018.36,2024-04-27 07:21:19,debit,grocery,Delhi
765,167,72494.54,2024-04-13 17:12:47,credit,electronics,Chennai
766,182,225773.83,2024-04-04 09:38:04,debit,restaurant,Delhi
767,130,69315.35,2024-05-16 02:54:34,credit,restaurant,Pune
768,186,226854.99,2024-04-21 03:41:46,debit,grocery,Bangalore
769,125,290921.71,2024-04-12 07:42:52,credit,restaurant,Mumbai
770,193,68557.76,2024-04-13 16:00:42,credit,petrol,Chennai
771,101,231054.62,2024-04-06 21:09:27,debit,grocery,Ahmedabad
772,181,270432.83,2024-04-20 10:49:56,debit,electronics,Ahmedabad
773,193,31826.99,2024-05-12 06:23:01,credit,jewelry,Mumbai
774,110,41469.17,2024-05-19 17:39:03,credit,jewelry,Delhi
775,186,87270.14,2024-05-05 15:13:51,debit,restaurant,Delhi
776,180,254146.07,2024-05-11 15:08:31,credit,electronics,Mumbai
777,122,156699.49,2024-05-26 02:19:37,debit,electronics,Delhi
778,159,187943.79,2024-05-22 18:42:51,credit,pharmacy,Delhi
779,184,57837.61,2024-04-04 04:19:11,credit,petrol,Hyderabad
780,127,96189.21,2024-05-08 23:28:07,debit,grocery,Delhi
781,173,228377.98,2024-05-31 16:36:03,debit,petrol,Mumbai
782,148,184342.04,2024-04-02 14:49:43,debit,petrol,Bangalore
783,191,198028.06,2024-04-08 09:58:57,credit,restaurant,Mumbai
784,127,210481.54,2024-05-08 12:59:52,credit,pharmacy,Bangalore
785,136,126404.87,2024-05-04 14:58:03,credit,grocery,Pune
786,167,150257.43,2024-04-26 22:29:32,debit,electronics,Mumbai
787,101,110650.5,2024-04-01 18:16:48,credit,restaurant,Mumbai
788,102,194792.04,2024-05-19 17:06:49,debit,restaurant,Hyderabad
